rank	finalWorth																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1725	1700																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1804	1600																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
1905	1500																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2020	1400																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2133	1300																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2259	1200																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2405	1100																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
2540	1000																																	
